Номенклатура;Вид номенклатуры;Подвид;Файл сертификат;Файл инструкция;Текстовое описание;Файл картинки;Цена Евро;Бренд;Мощность горелки мин., кВт;Мощность горелки макс., кВт;Вид топлива;Цена РУБ;Мощность котла, кВт;Паропроизводительность котла, кг пара в час;Рабочее давление котла, бар;Текстовое описание2;Наличие;Артикул;Скидка партнера 1;Скидка партнера 2;Скидка партнера 3;Срок поставки
Горелка ж/т FBR FGP 100/2 TL EVO;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;FGP 75.2, FGP 100.2.pdf;"Расход мин. 1ст. / мин. 2ст. - макс. 2ст.: 20.5/40-100 [кг/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 208.5/407.5-1020 [Мкал/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 243/474-1186 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 2.4 [кВт];
Двигатель вентилятора: 2.2 [кВт];
Номинальная потребляемая мощность: 5.4 [A];
Дополнительная номинальная потребляемая мощность:  [A];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 81-82 [Дб];
Вес горелки: 63 [кг]";FBR_FGP_70_100_2.jpg;7043;FBR;243;1186;Мазут;;;;;;1;1702;5;10;15;
Горелка ж/т FBR FGP 190/3 TL;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. - макс.: 60-206 [кг/ч];
Мощность мин. - макс.: 600-2060 [Мкал/ч];
Мощность мин. - макс.: 700-2390 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E a 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 6 [кВт];
Двигатель вентилятора: 5.5 [кВт];
Двигатель насоса: 0.75 [кВт];
Номинальная потребляемая мощность: 11.5 [A];
Дополнительная номинальная потребляемая мощность: 0.3 [A];
Напряжение питания:  3~400V, 1/N~230V-50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 83-85 [Дб];
Вес горелки: 125 [кг]";FBR_FGP_190_250_350_450_3.jpg;14690;FBR;700;2390;Мазут;;;;;;1;1054;5;10;15;
Горелка ж/т FBR FGP 250/3 TL;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. - макс.: 80-250 [кг/ч];
Мощность мин. - макс.: 800-2500 [Мкал/ч];
Мощность мин. - макс.: 930-2900 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E a 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 9 [кВт];
Двигатель вентилятора: 7.5 [кВт];
Двигатель насоса: 1.1 [кВт];
Номинальная потребляемая мощность: 15.5 [A];
Дополнительная номинальная потребляемая мощность: 0.5 [A];
Напряжение питания:  3~400V, 1/N~230V-50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 84-85 [Дб];
Вес горелки: 135 [кг]";FBR_FGP_190_250_350_450_3.jpg;16386;FBR;930;2900;Мазут;;;;;;1;1056;5;10;15;
Горелка ж/т FBR FGP 350/3 TL MEC;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. - макс.: 140-350 [кг/ч];
Мощность мин. - макс.: 1400-3500 [Мкал/ч];
Мощность мин. - макс.: 1620-4060 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E a 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 11 [кВт];
Двигатель вентилятора: 9 [кВт];
Двигатель насоса: 1.5 [кВт];
Номинальная потребляемая мощность: 19 [A];
Дополнительная номинальная потребляемая мощность: 0.6 [A];
Напряжение питания:  3~400V, 1/N~230V-50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 86-86 [Дб];
Вес горелки: 208 [кг]";FBR_FGP_190_250_350_450_3.jpg;22717;FBR;1620;4060;Мазут;;;;;;1;1072;5;10;15;
Горелка ж/т FBR FGP 450/3 TL MEC;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. - макс.: 160-450 [кг/ч];
Мощность мин. - макс.: 1600-4500 [Мкал/ч];
Мощность мин. - макс.: 1850-5220 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E a 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 13 [кВт];
Двигатель вентилятора: 11 [кВт];
Двигатель насоса: 1.5 [кВт];
Номинальная потребляемая мощность: 21.7 [A];
Дополнительная номинальная потребляемая мощность: 0.6 [A];
Напряжение питания:  3~400V, 1/N~230V-50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 88-89 [Дб];
Вес горелки: 218 [кг]";FBR_FGP_190_250_350_450_3.jpg;25406;FBR;1850;5220;Мазут;;;;;;1;1138;5;10;15;
Горелка ж/т FBR FGP 50/M TC EVO;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;FGP50_M.pdf;"Расход мин. 1ст. / мин. 2ст. - макс. 2ст.: 10.5/20-50 [кг/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 106.5/204-510 [Мкал/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 124/237-593 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 1.1 [кВт];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Вес горелки: 51 [кг]";FBR_FGP_50_70_100_120_150_M.jpg;10841;FBR;124;593;Мазут;;;;;;1;1683;5;10;15;
Горелка ж/т FBR FGP 50/M TL EVO;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;FGP50_M.pdf;"Расход мин. 1ст. / мин. 2ст. - макс. 2ст.: 10.5/20-50 [кг/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 106.5/204-510 [Мкал/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 124/237-593 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 1.1 [кВт];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Вес горелки: 51 [кг]";FBR_FGP_50_70_100_120_150_M.jpg;10966;FBR;124;593;Мазут;;;;;;1;1684;5;10;15;
Горелка ж/т FBR FGP 100/M TC EVO;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. 1ст. / мин. 2ст. - макс. 2ст.: 20.5/40-100 [кг/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 208.5/407.5-1020 [Мкал/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 243/474-1186 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 2.2 [кВт];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Вес горелки: 78 [кг]";FBR_FGP_50_70_100_120_150_M.jpg;15931;FBR;243;1186;Мазут;;;;;;1;1724;5;10;15;
Горелка ж/т FBR FGP 100/M TL EVO;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;;"Расход мин. 1ст. / мин. 2ст. - макс. 2ст.: 20.5/40-100 [кг/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 208.5/407.5-1020 [Мкал/ч];
Мощность мин. 1ст. / мин. 2ст. - макс. 2ст.: 243/474-1186 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 2.2 [кВт];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Вес горелки: 78 [кг]";FBR_FGP_50_70_100_120_150_M.jpg;16055;FBR;243;1186;Мазут;;;;;;1;1725;5;10;15;
Горелка ж/т FBR FGP 190/M TL EL;Горелки для котлов отопления;Горелки мазутные;ДС EAЭС.pdf;FGP 190 M - 250 M-350 M - 450 M - 550 M.pdf;"Расход мин. - макс.: 60-206 [кг/ч];
Мощность мин. - макс.: 600-2060 [Мкал/ч];
Мощность мин. - макс.: 700-2390 [кВт];
Топливо:  ДИЗЕЛЬНОЕ 1.5°E при 20°C = 6.2 cSt = 35 сек. Redwood N°1;
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения:  -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Номинальная электрическая мощность: 6 [кВт];
Двигатель вентилятора: 5.5 [кВт];
Двигатель насоса: 1.1 [кВт];
Номинальная потребляемая мощность: 11.5 [A];
Дополнительная номинальная потребляемая мощность: 0.3 [A];
Напряжение питания:  3~400V, 1N~230V - 50Hz;
Уровень электрозащиты:  IP40;
Уровень шума: 83-85 [Дб];
Вес горелки: 150 [кг]";FBR_FGP_190_250_M.jpg;28179;FBR;700;2390;Мазут;;;;;;1;1646;5;10;15;
